Mod:Item:MetaData, Localized Name
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
powersuits:powerarmor_head, Power Armor Helmet
powersuits:powerarmor_torso, Power Armor Chestplate
powersuits:powerarmor_legs, Power Armor Leggings
powersuits:powerarmor_feet, Power Armor Boots
powersuits:power_fist, Power Fist
powersuits:powerarmorcomponent:0, Wiring
powersuits:powerarmorcomponent:1, Solenoid
powersuits:powerarmorcomponent:2, Servo Motor
powersuits:powerarmorcomponent:3, Glider Wing
powersuits:powerarmorcomponent:4, Ion Thruster
powersuits:powerarmorcomponent:5, LV Capacitor
powersuits:powerarmorcomponent:6, MV Capacitor
powersuits:powerarmorcomponent:7, HV Capacitor
powersuits:powerarmorcomponent:8, EV Capacitor
powersuits:powerarmorcomponent:9, Parachute
powersuits:powerarmorcomponent:10, Iron Plating
powersuits:powerarmorcomponent:11, Diamond Plating
powersuits:powerarmorcomponent:12, Force Field Emitter
powersuits:powerarmorcomponent:13, Hologram Emitter
powersuits:powerarmorcomponent:14, Carbon Myofiber
powersuits:powerarmorcomponent:15, Control Circuit
powersuits:powerarmorcomponent:16, Myofiber Gel
powersuits:powerarmorcomponent:17, Artificial Muscle
powersuits:powerarmorcomponent:18, Solar Panel
powersuits:powerarmorcomponent:19, Magnet
powersuits:powerarmorcomponent:20, Computer Chip
powersuits:powerarmorcomponent:21, Insulated Rubber Hose
powersuits:tinkertable, Power Armor Tinker Table
powersuits:luxcapacitor, Lux Capacitor
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:rftools_shape_manual, RFTools Shape Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:infused_enderpearl, Infused Enderpearl
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:modifier_module, Modifier
rftools:storage_module_tablet, Storage Tablet
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Type Module
rftools:generic_module, Generic Type Module
rftools:filter_module, Filter Module
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:text_module, Text Screen Module
rftools:inventory_module, Inventory Screen Module
rftools:inventoryplus_module, Inventory Plus Screen Module
rftools:energy_module, Energy Screen Module
rftools:energyplus_module, Energy Plus Screen Module
rftools:clock_module, Clock Screen Module
rftools:fluid_module, Fluid Screen Module
rftools:fluidplus_module, Fluid Plus Screen Module
rftools:machineinformation_module, Machine Information Screen Module
rftools:computer_module, Computer Screen Module
rftools:button_module, Button Screen Module
rftools:elevator_button_module, Elevator Button Screen Module
rftools:redstone_module, Redstone Screen Module
rftools:counter_module, Counter Screen Module
rftools:counterplus_module, Counter Plus Screen Module
rftools:storage_control_module, Storage Control Screen Module
rftools:dump_module, Dump Screen Module
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, Powercell Card
rftools:regeneration_module, Regeneration Environmental Module
rftools:regenerationplus_module, Regeneration Plus Environmental Module
rftools:speed_module, Speed Environmental Module
rftools:speedplus_module, Speed Plus Environmental Module
rftools:haste_module, Haste Environmental Module
rftools:hasteplus_module, Haste Plus Environmental Module
rftools:saturation_module, Saturation Environmental Module
rftools:saturationplus_module, Saturation Plus Environmental Module
rftools:featherfalling_module, Feather Falling Environmental Module
rftools:featherfallingplus_module, Feather Falling Plus Environmental Module
rftools:flight_module, Flight Environmental Module
rftools:peaceful_module, Peaceful Environmental Module
rftools:waterbreathing_module, Water Breathing Environmental Module
rftools:nightvision_module, Night Vision Environmental Module
rftools:blindness_module, Blindness Environmental Module
rftools:weakness_module, Weakness Environmental Module
rftools:poison_module, Poison Environmental Module
rftools:slowness_module, Slowness Environmental Module
rftools:glowing_module, Glowing Environmental Module
rftools:luck_module, Luck Environmental Module
rftools:noteleport_module, No Teleport Environmental Module
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
stevescarts:blockcartassembler, Cart Assembler
stevescarts:blockcargomanager, Cargo Manager
stevescarts:blockliquidmanager, Liquid Manager
stevescarts:blockdistributor, External Distributor
stevescarts:blockactivator, Module Toggler
stevescarts:blockdetector:0, Detector Manager
stevescarts:blockdetector:1, Detector Unit
stevescarts:blockdetector:2, Detector Station
